0.32414293,-0.17482524,1.7292932,0.34678134,0.16703819,1.6722682,0.36413807,0.49234697,1.6002635,0.51687384,0.49808428,1.643271,0.23871563,0.37429824,1.5994012,0.044176374,0.3677241,1.6179624,-0.11078572,0.19950344,1.5646843,-0.14772461,0.15840706,1.5487704,0.44146383,0.3504184,1.6083171,0.6352141,0.46512994,1.5509477,0.4420624,0.4533861,1.5834187,0.4034475,0.45294276,1.5747802,0.24064617,-0.165572,1.6858804,-0.05120317,-0.15917459,1.512661,0.20835386,-0.37039992,1.5392715,0.11472652,-0.35086855,1.5022418,0.39260215,-0.17671628,1.6955283,0.64961874,-0.31591904,1.5760821,0.36721042,-0.35317576,1.4383981,0.4108874,-0.4116981,1.4274546,0.36055285,0.41314965,1.6204814,-0.1853514,0.10935918,1.5511587,-0.11830339,0.140407,1.5355705,0.35336816,0.45092645,1.5426301,0.40683666,0.4892158,1.5724614
0.32428518,-0.17580657,1.7270334,0.34751445,0.16673118,1.6717509,0.3664917,0.49251643,1.6008536,0.51930827,0.49801078,1.6434933,0.23874909,0.37415135,1.5994582,0.044340964,0.36775938,1.6179835,-0.11043453,0.19973767,1.5643247,-0.14655916,0.15981767,1.5488878,0.44188574,0.35028052,1.6082842,0.6353721,0.46481103,1.5510181,0.4421915,0.45394814,1.5829194,0.40295184,0.45488942,1.5740312,0.24124187,-0.16652347,1.6834997,-0.051160097,-0.15945852,1.5121228,0.20707709,-0.3730393,1.5384485,0.11505042,-0.3444399,1.5033998,0.39241,-0.17757209,1.6934685,0.6499468,-0.3177314,1.5774477,0.36720213,-0.3532177,1.4384046,0.4619385,-0.3694898,1.458446,0.36227295,0.413172,1.620691,-0.18471712,0.110247105,1.550706,-0.11728129,0.14088142,1.5382748,0.35328966,0.45528325,1.5430089,0.4063073,0.4893338,1.5717542
0.3247345,-0.17578055,1.7285908,0.34784868,0.16683456,1.672194,0.36682212,0.49281004,1.6009125,0.5196152,0.49811336,1.6435125,0.23867913,0.37396318,1.5995799,0.044433493,0.36792737,1.6182336,-0.1100678,0.2000838,1.564308,-0.1475069,0.15957016,1.5509839,0.44211474,0.35020867,1.6082566,0.6357946,0.46450964,1.5509886,0.4426285,0.45420805,1.5824511,0.40277684,0.45473427,1.5745658,0.24165349,-0.1667007,1.6855066,-0.05113502,-0.1596178,1.5118535,0.20585999,-0.37430316,1.5375634,0.1152292,-0.34066808,1.5049511,0.39296547,-0.1773319,1.694745,0.58879924,-0.13745804,1.4906104,0.36731496,-0.35341308,1.4384712,0.46214575,-0.3691345,1.4585776,0.3626138,0.41342998,1.6208513,-0.18510187,0.10993083,1.5537884,-0.11526718,0.14406921,1.5393685,0.35367474,0.45300096,1.5438474,0.40678036,0.49114585,1.5724573
0.32503134,-0.17571199,1.7295746,0.34758392,0.16662535,1.6723764,0.36519969,0.4920437,1.6004052,0.5180338,0.4977368,1.6433172,0.23928426,0.37482366,1.599747,0.04522358,0.3684033,1.6186752,-0.10989723,0.20024669,1.5643016,-0.14807409,0.1589909,1.5513729,0.4422734,0.35030663,1.6082416,0.63608027,0.46434453,1.5508013,0.44306728,0.45446825,1.5824357,0.40237457,0.45528004,1.573792,0.24191263,-0.166633,1.6867206,-0.05172103,-0.16093321,1.5111258,0.20617965,-0.37106928,1.5376613,0.11377535,-0.34453452,1.5039351,0.39333293,-0.17722827,1.6955428,0.64601904,-0.3124438,1.5727847,0.36741444,-0.3534587,1.4385207,0.46227947,-0.36895344,1.4586505,0.3615245,0.4128833,1.6206539,-0.18516015,0.109466694,1.553537,-0.11671573,0.14230573,1.5390444,0.35356584,0.45447716,1.543353,0.4068845,0.48974478,1.5720053
0.31137136,-0.17483458,1.7160411,0.34664777,0.16701327,1.670579,0.36874992,0.49299183,1.6016326,0.5215635,0.49806762,1.6436675,0.2392957,0.37490067,1.5998133,0.045510445,0.36880285,1.619464,-0.10925677,0.20079215,1.5641567,-0.14583924,0.158809,1.5482903,0.44244963,0.35035515,1.6082344,0.63605666,0.46428382,1.5507041,0.44305426,0.45375007,1.5816993,0.40227053,0.45423722,1.5731255,0.2322572,-0.16280843,1.6750207,-0.05170421,-0.16094643,1.5110805,0.20532861,-0.37312344,1.5363886,0.11738286,-0.3318131,1.5050949,0.3753418,-0.17978877,1.679528,0.58558005,-0.13289043,1.4959744,0.36744398,-0.35348615,1.4385481,0.46165228,-0.37343702,1.457774,0.36303535,0.41343287,1.6208556,-0.18656689,0.11026917,1.5496202,-0.11604515,0.13949877,1.5448078,0.35434356,0.45373163,1.543687,0.40662813,0.48929167,1.5713884
0.31476694,-0.17607099,1.7131183,0.3477385,0.16668488,1.6689082,0.37002695,0.493132,1.6019192,0.52283245,0.49805886,1.6436371,0.2391343,0.37463886,1.5999297,0.04579429,0.36990705,1.6210982,-0.10618324,0.20184912,1.5619863,-0.13740557,0.1584127,1.5384836,0.44260737,0.35034168,1.6082284,0.635865,0.46436656,1.5504779,0.44307154,0.45343146,1.581758,0.40245768,0.45455196,1.5731308,0.23561668,-0.16475448,1.6708422,-0.051696822,-0.16117713,1.5109828,0.20575844,-0.37502643,1.5358964,0.12012804,-0.3284796,1.5052979,0.3791222,-0.18021351,1.677685,0.58879316,-0.13197456,1.4938258,0.3674358,-0.3535075,1.4385695,0.4374242,-0.39427134,1.4419001,0.3643475,0.41352034,1.6207814,-0.1777502,0.10657367,1.5353097,-0.10486909,0.14622395,1.5394346,0.3543027,0.45677468,1.5447237,0.40738928,0.48959416,1.5717418
0.31451103,-0.17588533,1.7127509,0.347068,0.16701837,1.6679606,0.37002066,0.49329832,1.6018947,0.5228024,0.49825868,1.6433567,0.23905838,0.37460196,1.6000184,0.045924697,0.3701309,1.6215448,-0.09367519,0.20224735,1.5493629,-0.11899231,0.15806274,1.5183002,0.4425058,0.3504201,1.6081804,0.6350758,0.4645709,1.5499793,0.4424794,0.45487097,1.5817587,0.4018216,0.45590952,1.5731237,0.23505194,-0.16446003,1.6702566,-0.05163549,-0.16151483,1.5107819,0.2063183,-0.36897442,1.5362693,0.11448944,-0.3401812,1.5033371,0.37910587,-0.18007387,1.6775403,0.5912913,-0.13032727,1.4980047,0.36760387,-0.3538207,1.4387265,0.4605644,-0.37406683,1.4586415,0.36432397,0.41371655,1.6206697,-0.15502986,0.103120685,1.5104245,-0.09073357,0.14518899,1.5248125,0.352819,0.45318973,1.5435863,0.40491706,0.49086386,1.5704336
0.3156699,-0.17101446,1.7186438,0.33086663,0.17111962,1.6696064,0.31562665,0.49658254,1.5989299,0.46713543,0.50258523,1.6438704,0.23865843,0.37488896,1.6004347,0.04557507,0.3700893,1.6218457,-0.067516446,0.19214514,1.5171418,-0.090291426,0.15359023,1.4932575,0.4066875,0.38691226,1.5964237,0.63435507,0.4652305,1.5495245,0.44183278,0.4559807,1.5813831,0.40164375,0.45647722,1.5749537,0.23540662,-0.16199861,1.6751841,-0.05305945,-0.1646003,1.5102394,0.2068852,-0.36654505,1.5364276,0.11375374,-0.34444714,1.5028216,0.38176286,-0.17154446,1.6853236,0.5254607,-0.038409505,1.4719679,0.3675517,-0.35385832,1.4387193,0.45395437,-0.3893044,1.4524496,0.32084605,0.41784945,1.619363,-0.12017202,0.10364008,1.4822285,-0.06425998,0.1411475,1.5036154,0.3537693,0.45450965,1.5470791,0.40551007,0.49098033,1.5712278
0.2844833,-0.17141134,1.6440071,0.3201575,0.1720821,1.6380016,0.3343474,0.49812278,1.6014241,0.48620194,0.50339925,1.6437651,0.23754902,0.3749467,1.6009406,0.018790301,0.30764818,1.5717571,-0.047229562,0.1573575,1.4557844,-0.057248756,0.13944189,1.4535843,0.4121204,0.34964216,1.6023208,0.6325115,0.466219,1.5480424,0.4399392,0.4574186,1.580165,0.40108904,0.45810875,1.574885,0.20739831,-0.15313365,1.594971,-0.059699148,-0.16527234,1.5091889,0.20669705,-0.36474603,1.5363488,0.112931974,-0.3477762,1.5021889,0.34810767,-0.18162835,1.6159568,0.59112436,-0.1186496,1.5149641,0.3675663,-0.3538537,1.4387143,0.45237347,-0.3931766,1.4505852,0.32835546,0.41857785,1.6165864,-0.07598208,0.10614564,1.4245,-0.053164937,0.101443805,1.4611999,0.35356444,0.45814624,1.5482074,0.3931972,0.4964389,1.56873
0.34702116,-0.11348842,1.6595888,0.35837227,0.19997291,1.6393322,0.3596929,0.5002845,1.6041135,0.5118834,0.5039801,1.643568,0.23710744,0.4287145,1.6076795,0.026426207,0.29644373,1.5443039,0.008541675,0.13151583,1.4311098,0.0020298576,0.1331868,1.4227526,0.47998926,0.43176308,1.6119155,0.65499604,0.47342896,1.5388668,0.46401224,0.4529242,1.5746988,0.42663312,0.44863293,1.5796268,0.26668203,-0.10457231,1.6141135,-0.019395884,-0.27296272,1.5150568,0.2502379,-0.3329286,1.5552238,0.16528021,-0.360892,1.4978381,0.41118637,-0.117142946,1.6282582,0.6454618,-0.32122165,1.5766776,0.43028185,-0.4716102,1.4601648,0.456888,-0.3844334,1.4538553,0.3602228,0.42639127,1.6161568,-0.01775205,0.11631499,1.3828082,0.017683964,0.110171705,1.4428334,0.37944558,0.4434045,1.555935,0.40874183,0.48658457,1.5692464
